,lh_bankssts,lh_caudalanteriorcingulate,lh_caudalmiddlefrontal,lh_cuneus,lh_entorhinal,lh_fusiform,lh_inferiorparietal,lh_inferiortemporal,lh_isthmuscingulate,lh_lateraloccipital,lh_lateralorbitofrontal,lh_lingual,lh_medialorbitofrontal,lh_middletemporal,lh_parahippocampal,lh_paracentral,lh_parsopercularis,lh_parsorbitalis,lh_parstriangularis,lh_pericalcarine,lh_postcentral,lh_posteriorcingulate,lh_precentral,lh_precuneus,lh_rostralanteriorcingulate,lh_rostralmiddlefrontal,lh_superiorfrontal,lh_superiorparietal,lh_superiortemporal,lh_supramarginal,lh_frontalpole,lh_temporalpole,lh_transversetemporal,lh_insula,rh_bankssts,rh_caudalanteriorcingulate,rh_caudalmiddlefrontal,rh_cuneus,rh_entorhinal,rh_fusiform,rh_inferiorparietal,rh_inferiortemporal,rh_isthmuscingulate,rh_lateraloccipital,rh_lateralorbitofrontal,rh_lingual,rh_medialorbitofrontal,rh_middletemporal,rh_parahippocampal,rh_paracentral,rh_parsopercularis,rh_parsorbitalis,rh_parstriangularis,rh_pericalcarine,rh_postcentral,rh_posteriorcingulate,rh_precentral,rh_precuneus,rh_rostralanteriorcingulate,rh_rostralmiddlefrontal,rh_superiorfrontal,rh_superiorparietal,rh_superiortemporal,rh_supramarginal,rh_frontalpole,rh_temporalpole,rh_transversetemporal,rh_insula
lh_bankssts,0.0,0.15277050161876046,0.2036914272954061,0.09170289629453601,0.06744196543048665,0.1804190554357836,0.2648260740371648,0.1368734947101129,0.12611449317140425,0.12913312084453618,0.16946929513475617,0.11491402324089582,0.13717655010077368,0.15931511817958222,0.10371172062299742,0.17051292361961196,0.19896870990313859,0.08419370453979017,0.15058266714445043,0.09155939818712837,0.14649456463945254,0.17997105702882354,0.20218001406027084,0.23594894316045298,0.1293792160166332,0.18062356291223775,0.18747625795367862,0.18023725724513184,0.18253448175736142,0.20705518329593384,0.06117193912929453,0.051622614615481593,0.16644403279789174,0.15044140660034985,0.24442437445225637,0.14065590871582964,0.22202665425658755,0.07675814968187618,0.07104384869209994,0.1694660082167696,0.24616237151248788,0.1374959919610698,0.13307447795900187,0.12312916930637031,0.1777415459634708,0.12502363818069206,0.14227336945366803,0.17168026689042387,0.13326803221678046,0.16694203106914993,0.20192683044322998,0.08713117703123743,0.19624777033740998,0.0941415743097701,0.12232585924139015,0.1483578470815763,0.2284082114532211,0.21779702481479982,0.1768652538151907,0.1827016992287628,0.19590007599138973,0.1768339397711635,0.16380208816003675,0.21203519525927944,0.05893439189258902,0.05823631885390399,0.13025096829426447,0.1348588476184472
lh_caudalanteriorcingulate,0.15277050161876046,0.0,0.14458354467529178,0.08483565141382929,0.08521972223296687,0.1922933643517615,0.14578117272058522,0.16610484172851755,0.16175249576419268,0.11803324666449146,0.16692727988968503,0.11117905495915305,0.15289996959287674,0.14799757794719287,0.10945217692081925,0.12498772954877543,0.12282382947065963,0.09211877417816351,0.10705432097982438,0.08411224390412765,0.11963785585465025,0.25294400647915277,0.12920183096102542,0.17871987917923143,0.22202701710884915,0.15938409268581663,0.15846407412427918,0.11098767644471429,0.13699749979137202,0.13953565435278542,0.06166154634811993,0.064058611315814,0.11095757693762962,0.12362941765764142,0.12199380614206769,0.23753406833103946,0.12788754006145256,0.07598874883734529,0.08549156100666792,0.21372028471163165,0.15956997286655888,0.16972997573911563,0.20124402266766656,0.11371729305279756,0.1915439395268917,0.12060607486017955,0.16048163695877038,0.14919735444213292,0.14104047446307558,0.11479237103486281,0.1248043999947672,0.09146969792281358,0.12236459399407096,0.08663371887336305,0.10787061447841963,0.18826993061372868,0.1271754529680368,0.172127499215634,0.2786531106731521,0.15059018463587848,0.1672961548651056,0.1013589454004703,0.13517207937896433,0.14561025984862233,0.06358103721024626,0.07021873519756659,0.0975632907101128,0.11026940163932115
lh_caudalmiddlefrontal,0.2036914272954061,0.14458354467529178,0.0,0.08435065002517941,0.09852757426658379,0.1975639566754961,0.31520377198108435,0.20883337702338375,0.1286769051017231,0.1557056747895632,0.27046412409698783,0.11072301256604081,0.16431858809438754,0.2738582876727644,0.11067548044299759,0.17802240477988046,0.23985440660802088,0.13686725964304164,0.17219686268461123,0.08311814845510318,0.16266914936132676,0.15357718776361123,0.2676045762529171,0.22895575971677867,0.13632162742471782,0.24080032494233458,0.27131158033337777,0.19072541844432503,0.26839785929882576,0.30725371322719813,0.07861567851025127,0.07272947370934471,0.13066710502599665,0.13685208531754592,0.18092147849596635,0.1258616902152372,0.3056000083458951,0.0830237200903339,0.10220700747012952,0.19606826034718353,0.31503775036508863,0.2099640890374982,0.148059132397396,0.14681591116884843,0.22737937939480551,0.12709736085554282,0.15711703324121948,0.27638577507718115,0.14394111482021354,0.16340664474659802,0.22396537727982432,0.14043982556205942,0.24033217935265358,0.0805790500943918,0.1332627702243475,0.14127029440696695,0.25190072370484223,0.2407830447841533,0.1632540211829197,0.25203206136946177,0.28175293460125084,0.18102106664077833,0.2392807287738768,0.2839329700390443,0.08268940094946203,0.08046533927585817,0.11118296176302532,0.12091639291493463
lh_cuneus,0.09170289629453601,0.08483565141382929,0.08435065002517941,0.0,0.06947617013921029,0.10467503962052446,0.1145183848941555,0.10213703447602163,0.15389392876226157,0.21791837689234086,0.1082644356480846,0.24711057117544705,0.12812861061775332,0.09061260761464669,0.08964776784165515,0.11202656708401415,0.09312442431649544,0.0947285214185072,0.135959725039412,0.1761135642528922,0.18568953539558505,0.10021774214321352,0.10181455146116605,0.15366115152563417,0.08286108090042915,0.1304836447226938,0.09088061955111176,0.16745023974032333,0.10003984376150506,0.09520382919779224,0.07107485604969656,0.053463043221934466,0.0863922382610227,0.06956105436032053,0.07771709308304864,0.09371702898616001,0.09697878678959075,0.2843989818552072,0.06284636095115996,0.09571563567911422,0.11349613009379098,0.10332116456325866,0.12147972678076507,0.23489870971429916,0.10420066557716405,0.23624107151900092,0.14739980730609437,0.09618533547234664,0.08925484254205918,0.11015963000481606,0.0996896780096406,0.08841633465014782,0.10065502831664686,0.18834712114528906,0.20561248318620576,0.09593861385187086,0.12182755604956443,0.15510672397181333,0.08485861563297627,0.12153550182313813,0.09284434891713149,0.1595275327129329,0.08127718797972121,0.10013947122288738,0.05815067551867345,0.05149035645680199,0.09192425966146303,0.06409126618011798
lh_entorhinal,0.06744196543048665,0.08521972223296687,0.09852757426658379,0.06947617013921029,0.0,0.10231698673275313,0.09935659413093373,0.14898286891483573,0.08877176447451304,0.10873903824552496,0.12101632085576527,0.08396271517141056,0.1091842667154445,0.15427980255092802,0.09767426238585235,0.09124944786788783,0.0962314623698257,0.12562712625193886,0.08789071252020161,0.05726180053492221,0.09360802943150415,0.07461603804339706,0.10386479546445328,0.08794692852034829,0.0834793205228691,0.09843256513048666,0.12909154594842137,0.08851940851973482,0.11268704103204634,0.12029652447917999,0.09533637682475193,0.12628657417758732,0.06665259004833372,0.07118853293518596,0.06940835524320298,0.07228106604319483,0.11000828243022621,0.09101367835458854,0.28430780835582153,0.11501940915620563,0.1087299782395894,0.14929315802934598,0.09475981950509801,0.10369037877714611,0.11311542531841436,0.08514156006065912,0.10872035834229142,0.12984861087487098,0.09237758933581523,0.0856151729330171,0.09394927026539068,0.1352187214857275,0.1044222231033256,0.054621428844277564,0.08477328448839212,0.07390907724551611,0.0934908448674341,0.09245678170362708,0.085046842630847,0.10663957751802229,0.12011458656375515,0.0818263494090277,0.13063977744238972,0.1068599338971802,0.10486785629243313,0.1239732553640777,0.06588998795704627,0.07062070211641729
lh_fusiform,0.1804190554357836,0.1922933643517615,0.1975639566754961,0.10467503962052446,0.10231698673275313,0.0,0.22721129815685373,0.2591665554523582,0.15320487109986788,0.16746551919770222,0.2190169850404015,0.1436539737217559,0.17596197861615004,0.21597821540436613,0.1398757778567096,0.14917658201043996,0.16668572879941704,0.10609190047273236,0.12361372985849661,0.09199431637542967,0.14967318913250702,0.19604949045815426,0.19279625371284542,0.26539963302964525,0.15193170675903,0.23115507679838238,0.2406024641592999,0.1496975159025058,0.19570910705114736,0.19304233329628817,0.07170127484566259,0.07925289605869196,0.1251803606324912,0.1303671669478501,0.1410892464154638,0.1633809025897153,0.18755207847124694,0.08996679895178179,0.10497082851412293,0.3860924744190286,0.24231214387819708,0.28128558361886963,0.17602416061911078,0.16176567535229985,0.23331128586866334,0.1547525474317394,0.1864076810421357,0.21839814528440968,0.18209049778039985,0.14083135469444924,0.17749339851977533,0.11187648686496948,0.16103354938117811,0.0938458620016439,0.12910045060455283,0.18421304903330907,0.19021333501839208,0.2742183767726175,0.21547044979555985,0.2290715684977794,0.23346835345763478,0.13524797321545934,0.19459427922788847,0.2011438135158165,0.07471139655660508,0.08158442541412313,0.11900926017697395,0.11873550214516841
lh_inferiorparietal,0.2648260740371648,0.14578117272058522,0.31520377198108435,0.1145183848941555,0.09935659413093373,0.22721129815685373,0.0,0.2328354196916236,0.14346822847112517,0.19642391290961003,0.28951076741977944,0.14004189812196705,0.19315208310400617,0.305110355803178,0.11702634389531648,0.21876358286313022,0.29902151120884013,0.14866186559441813,0.21558825845453025,0.09617406170755297,0.22193337316516593,0.17072892449697127,0.28698213966746267,0.3210143951160627,0.13174923064556104,0.32086127030319267,0.30551765301014444,0.28593143006661736,0.31064501461058586,0.34246286004658144,0.08857649345649278,0.07331560755084617,0.15928812302507994,0.1377884826150633,0.23123960792389808,0.13216434869010488,0.3527862745951607,0.1071624560549803,0.10244987726523015,0.2128883917674024,0.4438299334822894,0.23721012668631733,0.15627038522866274,0.18846642644184877,0.25050294134773954,0.15992773083391643,0.19205838562409525,0.32262704850618634,0.152048565454179,0.20377140409355865,0.2897639372722483,0.1547905764280036,0.2812900840999883,0.09782005747405502,0.17664858053931032,0.15902622727434412,0.31627008679871893,0.3116716437985936,0.15585031307021613,0.3274378081764265,0.3273865763448412,0.24599601916004513,0.271023973332206,0.36101845044278064,0.09066264015359182,0.08408520930280762,0.14694520666764563,0.12367835079267664
lh_inferiortemporal,0.1368734947101129,0.16610484172851755,0.20883337702338375,0.10213703447602163,0.14898286891483573,0.2591665554523582,0.2328354196916236,0.0,0.14905152570303043,0.19584742992849608,0.2944030172047466,0.1338401778271226,0.2224473428228139,0.35777451918624636,0.13366577341998576,0.1553075047546572,0.18915601046211933,0.15858780062991654,0.13729009330495387,0.08115772741519733,0.15463481314590763,0.15815457464864555,0.18744480493396667,0.2284743718405328,0.1430002656513605,0.23716424885304643,0.2819070389177801,0.16202788970444307,0.23319635885243037,0.24131964123705021,0.09167091478152617,0.09248121902375103,0.10054781415117585,0.1093027617770463,0.1263072581099106,0.13712248062568666,0.21307731721529927,0.10508704239562823,0.15286028858541229,0.26316564772342194,0.2614111119015426,0.40228335709119756,0.17397655250891034,0.18971094006401026,0.24753106173527015,0.14417975452857637,0.220897199200561,0.31487444699274125,0.1590729953572519,0.13981054120817862,0.18431159395597857,0.17247098252640605,0.18814901188087454,0.08457061736701982,0.1293500177882839,0.13996766604099195,0.1774996410656089,0.22902931975540522,0.17087699375714208,0.2638173851380086,0.2687576644599104,0.14448404351208513,0.2265034857423069,0.24855394706457284,0.09442354142605978,0.10330928112032296,0.10091259057045157,0.10039512698219576
lh_isthmuscingulate,0.12611449317140425,0.16175249576419268,0.1286769051017231,0.15389392876226157,0.08877176447451304,0.15320487109986788,0.14346822847112517,0.14905152570303043,0.0,0.19541340640056812,0.15719947929562852,0.19827616175428436,0.16514951171210424,0.12969656592461157,0.13273777115053031,0.13964421853617512,0.12490177863445474,0.11022170689800138,0.13229997663811693,0.1397319943784193,0.1639575080741192,0.17654104947070917,0.14745551570526105,0.1756982486253313,0.15134605564525272,0.17241405085953407,0.13903996278796568,0.1476353633616804,0.13390757604970951,0.12699933803222216,0.06997860088800502,0.06415242412753536,0.10757338922224588,0.09843763385413702,0.10346446141640141,0.18448684469813428,0.13153047535128415,0.1354381020043334,0.08835387297955863,0.1567111116679183,0.1458277796067169,0.15378681678200642,0.26430949941130194,0.19779551890735267,0.1650548722876967,0.19718691860923815,0.174309224991464,0.14275412695832002,0.14377995504051264,0.12832940210909105,0.12819742519275237,0.1095849857781379,0.13067396922405064,0.13178505361994575,0.16791211387790106,0.1748624653755796,0.15001362203420984,0.18517255966851948,0.16759329263027967,0.1630576051721769,0.14143336394350361,0.14030076798495889,0.1235437091166222,0.12820140506764843,0.0659755746602083,0.06624665123109615,0.10226038616690332,0.08695392849783619
lh_lateraloccipital,0.12913312084453618,0.11803324666449146,0.1557056747895632,0.21791837689234086,0.10873903824552496,0.16746551919770222,0.19642391290961003,0.19584742992849608,0.19541340640056812,0.0,0.20396458543987261,0.23818459514952,0.22516945560898452,0.18684891985774765,0.11365627905050818,0.17826960174485762,0.16572072033164906,0.18699366628682854,0.19933497228289326,0.13865403735874238,0.25329628618450967,0.13213530642878582,0.18181442087244182,0.2514097248938977,0.11983863635489639,0.28768329145801524,0.18190811725553618,0.23852711366506296,0.17821544991042026,0.16751011320865516,0.09114711840579505,0.07027755671316324,0.11011876298979582,0.08827224007187925,0.10634857637833259,0.12605697326177626,0.17378387674134058,0.21233996159434884,0.10797778700037079,0.16038096770187088,0.20901843810456394,0.1984897560228941,0.18319193722752466,0.42308227194709236,0.19695189239547012,0.2493954757495521,0.2292633957126075,0.2007143753756108,0.13185560194106422,0.14648544913458514,0.1723468725742707,0.17067484036177746,0.17962290844047005,0.14010990773585674,0.2293193134977524,0.13208062309623633,0.19625942515420297,0.2611036789079546,0.12261413091165804,0.27126131475407245,0.18118649461179082,0.2255511262975887,0.14185511489116898,0.17903386452822714,0.08011674958821727,0.07031203320912342,0.10235275040112311,0.07744954111239409
