,lh_bankssts,lh_caudalanteriorcingulate,lh_caudalmiddlefrontal,lh_cuneus,lh_entorhinal,lh_fusiform,lh_inferiorparietal,lh_inferiortemporal,lh_isthmuscingulate,lh_lateraloccipital,lh_lateralorbitofrontal,lh_lingual,lh_medialorbitofrontal,lh_middletemporal,lh_parahippocampal,lh_paracentral,lh_parsopercularis,lh_parsorbitalis,lh_parstriangularis,lh_pericalcarine,lh_postcentral,lh_posteriorcingulate,lh_precentral,lh_precuneus,lh_rostralanteriorcingulate,lh_rostralmiddlefrontal,lh_superiorfrontal,lh_superiorparietal,lh_superiortemporal,lh_supramarginal,lh_frontalpole,lh_temporalpole,lh_transversetemporal,lh_insula,rh_bankssts,rh_caudalanteriorcingulate,rh_caudalmiddlefrontal,rh_cuneus,rh_entorhinal,rh_fusiform,rh_inferiorparietal,rh_inferiortemporal,rh_isthmuscingulate,rh_lateraloccipital,rh_lateralorbitofrontal,rh_lingual,rh_medialorbitofrontal,rh_middletemporal,rh_parahippocampal,rh_paracentral,rh_parsopercularis,rh_parsorbitalis,rh_parstriangularis,rh_pericalcarine,rh_postcentral,rh_posteriorcingulate,rh_precentral,rh_precuneus,rh_rostralanteriorcingulate,rh_rostralmiddlefrontal,rh_superiorfrontal,rh_superiorparietal,rh_superiortemporal,rh_supramarginal,rh_frontalpole,rh_temporalpole,rh_transversetemporal,rh_insula
lh_bankssts,0.0,0.11070945855997386,0.20953261835367346,0.10040773709249022,0.08389344372389242,0.22939360147255525,0.23563769764654963,0.18548673970446738,0.12579250223431687,0.134994824854541,0.1520660671288089,0.16440676414082656,0.1352169481805494,0.18612849813876495,0.12099734152048179,0.1969424813418872,0.2199424457325421,0.10185123377571671,0.1367903746225173,0.1561357758778888,0.15960471051773062,0.16403634980508464,0.21118887190475316,0.1965682303848581,0.10931948464448692,0.21215811305691168,0.2289352276510239,0.13428248374328988,0.21692428908966435,0.21120491086129112,0.06395273746738352,0.06905074456295063,0.16817814017793226,0.14023411390499615,0.23513164642215523,0.09739293791387138,0.23700385753271389,0.09400052436507292,0.07820441064735044,0.21344723045332667,0.22937843915742917,0.16351533816993277,0.14656675167006816,0.12353180789462796,0.1891506289399088,0.1632439308732588,0.138943789345884,0.173609993246147,0.17719767299491435,0.18699854906276347,0.21124609781667514,0.10142328001541386,0.17547044325679784,0.13663558474264037,0.15970631972882807,0.11076113896442193,0.21253547031054626,0.2036480254291923,0.11022588464112541,0.2225151624775771,0.21091729273145174,0.1390827951090451,0.22521155169305884,0.18954448253178838,0.06882336469094658,0.058938676443494945,0.11840364865604976,0.12857305380323777
lh_caudalanteriorcingulate,0.11070945855997386,0.0,0.10487831226805855,0.10100550918188271,0.07100246005974781,0.13143249458140827,0.11696086190851064,0.11544861965830504,0.17033803628369137,0.1197845309071685,0.13764270421086447,0.13569707389772628,0.1336007658748862,0.11174285464456664,0.08920760475520356,0.09112171246030033,0.10851866745431446,0.08572426004224795,0.08898778736750501,0.1314189884377055,0.10897359688826144,0.23029111912404931,0.10914189188748592,0.12370261197718675,0.15828132632890388,0.1226438656286961,0.1271352814676886,0.10163207972139442,0.10672811662218129,0.11053891770070728,0.05749810153796305,0.06489876495896522,0.10757613950038349,0.11964633852308364,0.09089979139945821,0.23668400153843455,0.11010177143069057,0.09737446261807985,0.06895294290297727,0.14861070340677132,0.1180665851041252,0.12517966727941396,0.1679548448954185,0.12252420013200782,0.13959622550168285,0.12812339341441867,0.09804193911928807,0.10420308324293473,0.09947866527351953,0.12584528811120443,0.12214739669827236,0.08417968941695625,0.10835199818185827,0.13396281874048974,0.11763462879917079,0.2637968229904316,0.10194123894116024,0.13125916569006466,0.12912056975082237,0.13401449719873024,0.11733538501339777,0.10041922196099244,0.09765404479002038,0.11051857930427741,0.06286269614017867,0.05639961058236627,0.10444471930913858,0.09976827437595152
lh_caudalmiddlefrontal,0.20953261835367346,0.10487831226805855,0.0,0.13166290095706595,0.07651428161382366,0.16845772681275872,0.28103383780470054,0.184016708886495,0.11616391344602515,0.16359381897749334,0.15589962635038032,0.19169026606969444,0.16513805583084312,0.18643590374068625,0.10198881759401145,0.22424157868388256,0.27092045635061257,0.14235303730377855,0.2685363704953523,0.14082320612974675,0.22308853281538515,0.14211039493332847,0.28708978376230637,0.2422917935321529,0.10202055357944331,0.2275659390289049,0.2822727260508291,0.23160180208863806,0.2572374492726809,0.31743122655949774,0.08724919402253872,0.0717057404746224,0.16608989457663936,0.15770039035476544,0.18046967671814526,0.09348603995376119,0.31014367432892753,0.12859798039815365,0.07386956846558458,0.16006125625780138,0.29011210417778927,0.14617438035456967,0.1354142373799371,0.15065399621413958,0.17259386535758084,0.19835917203516407,0.1580684225235699,0.1612283004748256,0.13689336709785022,0.19320393286463305,0.24898665581537946,0.1248501310196132,0.3184498915450735,0.13753185057694398,0.23306876143942298,0.09390731425384655,0.3214961182295356,0.24841995359106783,0.09951582054998834,0.2392068470951565,0.2615572654188299,0.23852887521450017,0.20760819553984286,0.28355324258864206,0.08214848565582945,0.0577993383055732,0.13805755285533222,0.13523878199012213
lh_cuneus,0.10040773709249022,0.10100550918188271,0.13166290095706595,0.0,0.06372074464422277,0.11508617606531203,0.15102001351773983,0.11486285479388346,0.1264621316845483,0.29031583808448624,0.13336774188427195,0.23747216327830847,0.15554093334367428,0.1103557345923355,0.0686060513178145,0.14020447162252084,0.1120324444520967,0.12496627480887032,0.13759124842249199,0.15865877546548995,0.17971793380405127,0.10304268151311662,0.13933243704091924,0.14796228635348782,0.09771298277166152,0.16221708146581776,0.1356236477718831,0.19160754075845055,0.1159766252526665,0.1334872369934366,0.07084791185218031,0.06105720959135475,0.1104455771999789,0.09456436729969035,0.08514620923331483,0.08775890985393155,0.1260738490589769,0.29352334216931625,0.06242134532553427,0.10642464927969972,0.13566769122898814,0.12077941331746232,0.1367866970580703,0.2986721847945093,0.12011017418186747,0.23343949951002105,0.11898846223042006,0.08711844923042446,0.08898936270017085,0.1414142718735865,0.10977197464577379,0.12873815923790852,0.14957151009042974,0.1870730835793502,0.1886944982215235,0.09337768349559591,0.14202704966740387,0.1362296218027816,0.07948607265732408,0.15530038339154467,0.13113216437078817,0.16705339354144733,0.1001483910047434,0.1158810876178645,0.0683069921329486,0.04846164104936616,0.08769437611545759,0.07716126342169691
lh_entorhinal,0.08389344372389242,0.07100246005974781,0.07651428161382366,0.06372074464422277,0.0,0.13442964894070672,0.09605212251373565,0.1655967791015436,0.10654514388623425,0.09073445097769187,0.13704235510651475,0.09164582550979745,0.10867831568112599,0.16138778170096596,0.15599908303196292,0.08057888420395454,0.08756988503354105,0.10440296454569661,0.08345341209353917,0.06440144080674387,0.08966863563616591,0.08332106218007393,0.10383139511096152,0.10812794593676796,0.09706288708480128,0.10750706093175316,0.10991604750899901,0.06763688500445955,0.12423557644938417,0.09839506122409311,0.07602878852622558,0.14533026409696911,0.07547868926070347,0.09007819322690044,0.0792699726169266,0.0681228544196195,0.08030596517611856,0.07382469455422663,0.33467799905968487,0.1199235459716538,0.10374662782884557,0.1675564751463553,0.12311174818312234,0.08681080237028324,0.12210923642076361,0.09538938836262145,0.14359984325323358,0.19178452537793758,0.10939792300611556,0.08997241155487078,0.09585068581864095,0.11313828573381013,0.08925439154586436,0.060011432118075546,0.09016992216230017,0.07726938905078433,0.09642576125958961,0.09460823066575486,0.11781494298074181,0.10403818171456644,0.12393688385461363,0.06351255828874688,0.13517960103782267,0.10224721017151456,0.12134053668961278,0.13770582830713995,0.07233896587546244,0.08366108822676864
lh_fusiform,0.22939360147255525,0.13143249458140827,0.16845772681275872,0.11508617606531203,0.13442964894070672,0.0,0.22571133585708225,0.29510447926379263,0.16021927401641367,0.16267575089737465,0.24178995081310253,0.1955475284998178,0.17402874512351493,0.26091947041541563,0.17409180800848165,0.1523526045799408,0.21567128156185805,0.12738461160090414,0.1476021279146201,0.14396846628987464,0.1699937436981904,0.2009227016419334,0.20251891815735748,0.23582636222964773,0.15874238312433192,0.2836476745552561,0.2672074617272065,0.1347858828562303,0.21150469546091785,0.21832444030971787,0.08120083162995817,0.1040493920812793,0.15518458939625765,0.1410921594425528,0.1484996805191912,0.11103988242890878,0.18474149346222982,0.11110473144422948,0.12169592152892425,0.3507547295108339,0.21917154630393423,0.31964269317647187,0.19578571044884535,0.1596589810270214,0.2807805008906795,0.1850896337180484,0.21291682039115514,0.2588391868039913,0.20034748222780704,0.19640076169835838,0.21310949410545066,0.12923223134395181,0.16534164229874726,0.1195115810587054,0.16556680466519694,0.14299098134494934,0.188300520178427,0.21915011521346422,0.15998873269158856,0.25539245510000447,0.26240517388254947,0.12355465659365514,0.2206759581874358,0.21627954608241484,0.09686710414473615,0.08453443624106889,0.11460961415521465,0.12542450764954338
lh_inferiorparietal,0.23563769764654963,0.11696086190851064,0.28103383780470054,0.15102001351773983,0.09605212251373565,0.22571133585708225,0.0,0.22625914319255552,0.14932790972174279,0.24515734162592792,0.18584789378895308,0.25518102860779984,0.18612777450464804,0.24652663922174417,0.12357093115131787,0.22958442487918937,0.2804366045301277,0.16390954158976714,0.2226151653392938,0.16330215388814173,0.29990204919590585,0.16691268300764614,0.31933091519758844,0.3050870044462367,0.11666456617881957,0.33349255147468854,0.30805061068102524,0.28304147245078654,0.28117944148001117,0.3446904073170345,0.0920787936991857,0.08542224696413786,0.17058081691120977,0.15360410444947567,0.17253593181771382,0.1028854590374529,0.32303565695139475,0.15804137798280662,0.0911170593432255,0.20080893131568728,0.3831975714380164,0.2112624536852935,0.19084925137497266,0.23261899874798236,0.2148877500836372,0.25664299774216,0.17898234086500384,0.20912552304187199,0.17568479495854522,0.21832219420485807,0.2778649175254529,0.1371006302367896,0.2604737074880932,0.16944130121234952,0.31092527806578946,0.10867607639031732,0.32314949264080933,0.29856691233130705,0.11836835761046936,0.3201973307649669,0.2986377281858808,0.25754138477558985,0.2330224997068066,0.27594296433505466,0.09601960624811523,0.06885812301191459,0.1309946915039,0.13582901254128227
lh_inferiortemporal,0.18548673970446738,0.11544861965830504,0.184016708886495,0.11486285479388346,0.1655967791015436,0.29510447926379263,0.22625914319255552,0.0,0.15702908760965695,0.16974647475448743,0.24776660869215783,0.1904308927010435,0.22093233290784287,0.33862088814838937,0.18023486314303663,0.1591103615112191,0.21606091178718387,0.1809533689409551,0.18250763756457536,0.12303670496524742,0.17939000908796474,0.15937309416416115,0.22750777797773833,0.23234097273062368,0.15464250814346403,0.2859633961975709,0.292720095993961,0.14382345317533282,0.2691497416583308,0.25137242851232694,0.10001903531547325,0.14081188872319192,0.14697271983858126,0.15883574658492156,0.1607283267932833,0.10416932194300577,0.19145927704868565,0.1266017778538532,0.15822416544415518,0.2525325925070359,0.25906638308173824,0.3428501548629359,0.19650747939617214,0.1688876510397484,0.2796283735984647,0.1931719547080298,0.2787144709660349,0.33570364856089147,0.17576964230960543,0.1805326570945598,0.22116843011138418,0.18313643142686628,0.20545026228291105,0.11309336982907615,0.1770348323164593,0.12251093714423013,0.2169430593771253,0.22642094364997561,0.16816188953086478,0.27427782090630426,0.3018772195405994,0.13136705439538654,0.2655502153332779,0.258134100415691,0.12899857460562314,0.11083848065980988,0.116249657873069,0.13727404644755947
lh_isthmuscingulate,0.12579250223431687,0.17033803628369137,0.11616391344602515,0.1264621316845483,0.10654514388623425,0.16021927401641367,0.14932790972174279,0.15702908760965695,0.0,0.17130296636931736,0.2034293624476846,0.18939961718866122,0.19809041580176745,0.15777256899267342,0.12568335902552985,0.11951007426786332,0.13364308913296222,0.12932393623658722,0.11568732646517842,0.13316507035447503,0.15098227000312447,0.19854346599197883,0.1373728498164388,0.15106918049555607,0.18459132197507816,0.16618333280236292,0.1589085835871261,0.1157824483869997,0.13883990166182908,0.13117000552686423,0.07609162747154177,0.0902849633566508,0.12061104387177655,0.14346660105704132,0.1064911670719127,0.1576411176584777,0.13277814553853035,0.14487462890712083,0.10357836460892521,0.16750606651325686,0.15081154127135057,0.18473882980614464,0.3381242931162691,0.16979017858279594,0.18377661032756815,0.18686883421915268,0.15932126254146126,0.13758993418727608,0.14186815006167774,0.14013165276267192,0.1417262540629323,0.1287337034859501,0.12929880377985398,0.13836737483776837,0.14675100604585997,0.1745697592645812,0.12713191887200997,0.15493572644109085,0.1626140138993147,0.16866746654805245,0.15639352789530228,0.11081941119330194,0.13441575818965518,0.13130932331664422,0.08847112338828966,0.07560924093241778,0.0931553201809016,0.11909213970902095
lh_lateraloccipital,0.134994824854541,0.1197845309071685,0.16359381897749334,0.29031583808448624,0.09073445097769187,0.16267575089737465,0.24515734162592792,0.16974647475448743,0.17130296636931736,0.0,0.1693770998318554,0.3200614937378704,0.1950573746979187,0.17564392090961847,0.09505963604430581,0.1663593803628299,0.16025671408822953,0.17619398063131253,0.16940878011477195,0.18758840674553331,0.2760545782352789,0.1342493185596513,0.1969337313878836,0.21126480678859752,0.11163389040333886,0.25192353459760697,0.20028913624890649,0.24711025457516816,0.17007874149389335,0.19094661597355586,0.08368848526897972,0.08026899531933973,0.1276095363698747,0.10502536087235836,0.0993610876015345,0.10082351138895541,0.17210120264612222,0.28938240146297717,0.08569239220836132,0.13474595976031326,0.21290399860029252,0.1848883586806512,0.1892362338144283,0.4481919250335568,0.15569968955724162,0.2998935177112434,0.14700618577020147,0.13327594707817464,0.12271273386452122,0.18686768429876557,0.15516994406911405,0.15763191271669194,0.18612056865202725,0.20280445586375628,0.282880822251913,0.11139535551864395,0.19802349330307195,0.1876237036977968,0.0996360649885951,0.23458291119741614,0.18379538365193646,0.2131847087062823,0.13940911181867946,0.15887802933394218,0.08932066438674861,0.06255750302337551,0.08597121695429563,0.0876361331715715
